OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,VOLTAGE,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
666,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,671,Mackay,Operational,132,West Mackay,Queensland,5,23/02/2017,,-21.145111,149.15861
667,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,672,Rockhampton,Operational,132,Park Avenue,Queensland,5,23/02/2017,,-23.366187,150.5085245
668,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,673,Yalkula,Operational,132,Mount Molloy,Queensland,5,23/02/2017,,-16.69398194,145.3425926
669,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,674,Yarranlea,Operational,110,Yarranlea,Queensland,5,23/02/2017,,-27.72188459,151.5314089
670,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,675,Pioneer Valley,Operational,132,Pleystowe,Queensland,5,23/02/2017,,-21.159566,149.01417
671,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,676,Bouldercombe,Operational,275,Bouldercombe,Queensland,5,23/02/2017,,-23.53764842,150.4868646
672,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,677,Tarong,Operational,275,Tarong,Queensland,5,23/02/2017,,-26.7866435,151.9065315
673,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,678,Kerang,Operational,220,Kerang,Victoria,5,23/02/2017,,-35.77146657,143.9339948
674,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,679,Red Cliffs,Operational,220,Red Cliffs,Victoria,5,23/02/2017,,-34.2918425,142.239323
675,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,680,Bungama,Operational,132,Pirie,South Australia,5,23/02/2017,,-33.195418,138.067305
676,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,681,Millmerran,Operational,330,Clontarf,Queensland,5,23/02/2017,,-27.96524788,151.2743129
677,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,682,Woomera,Operational,132,Woomera,South Australia,5,23/02/2017,,-31.1472762,136.8018111
678,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,683,Lawson,Operational,132,Lawson,New South Wales,5,23/02/2017,,-33.720701,150.425736
679,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,684,Taree,Operational,132,Taree,New South Wales,5,23/02/2017,,-31.899287,152.4516005
680,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,685,Beryl,Operational,132,Gulgong,New South Wales,5,23/02/2017,,-32.3480975,149.4613985
681,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,686,Ourimbah,Operational,132,Ourimbah,New South Wales,5,23/02/2017,,-33.350008,151.370504
682,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,687,Gosford,Operational,132,West Gosford,New South Wales,5,23/02/2017,,-33.411398,151.3298205
683,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,688,Collinsville ,Operational,132,Collinsville,Queensland,5,23/02/2017,,-20.54416,147.805492
684,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,689,Biloela,Operational,132,Biloela,Queensland,5,23/02/2017,,-24.4015875,150.508116
685,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,690,Ingham South,Operational,132,Ingham,Queensland,5,23/02/2017,,-18.6648335,146.15603
686,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,691,Cranbrook,Operational,66,Cranbrook,Queensland,5,23/02/2017,,-19.31148234,146.7473907
687,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,692,Kearney Spring,Operational,110,Kearneys Spring,Queensland,5,23/02/2017,,-27.584705,151.9429725
688,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,693,Cairns,Operational,132,Portsmith,Queensland,5,23/02/2017,,-16.94625439,145.7550625
689,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,694,Baralaba,Operational,132,Kokotungo,Queensland,5,23/02/2017,,-24.190893,149.8741115
690,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,695,Cowra,Operational,132,Cowra,New South Wales,5,23/02/2017,,-33.849724,148.675785
691,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,696,Morphett Vale East,Operational,275,Noarlunga,South Australia,5,23/02/2017,,-35.113283,138.5498425
692,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,697,Wagga 132,Operational,132,Kooringal,New South Wales,5,23/02/2017,,-35.12636675,147.3814929
693,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,698,Brinkworth,Operational,275,Boucaut,South Australia,5,23/02/2017,,-33.6312825,138.372536
694,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,699,Leigh Creek South,Operational,132,Leigh Creek,South Australia,5,23/02/2017,,-30.570263,138.393565
695,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,700,Deniliquin 132,Operational,132,Deniliquin,New South Wales,5,23/02/2017,,-35.5572151,145.0313145
696,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,701,Yanco,Operational,132,Yanco,New South Wales,5,23/02/2017,,-34.60253171,146.3964785
697,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,702,Griffith,Operational,132,Yoogali,New South Wales,5,23/02/2017,,-34.315532,146.109415
698,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,703,Darlington Point,Operational,330,Darlington Point,New South Wales,5,23/02/2017,,-34.648923,146.0351625
699,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,704,Leigh Creek Coalfield,Operational,132,Copley,South Australia,5,23/02/2017,,-30.523788,138.387774
700,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,705,Hummocks,Operational,132,Kulpara,South Australia,5,23/02/2017,,-34.0878905,138.0914405
701,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,706,Neuroodla,Operational,132,Barndioota,South Australia,5,23/02/2017,,-31.83821597,138.1104813
702,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,707,Terang,Operational,220,Terang,Victoria,5,23/02/2017,,-38.2329705,142.932312
703,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,708,Geelong,Operational,220,Norlane,Victoria,5,23/02/2017,,-38.082624,144.3384975
704,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,709,Moorabool,Operational,500,Moorabool,Victoria,5,23/02/2017,,-38.037,144.2968085
705,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,710,Burnie 110,Operational,220,Acton,Tasmania,5,23/02/2017,,-41.07594788,145.8911268
706,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,711,Studland Bay Wind Farm,Operational,110,Woolnorth,Tasmania,5,23/02/2017,,-40.71875321,144.6975619
707,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,712,Altona,Operational,220,Laverton North,Victoria,5,23/02/2017,,-37.838848,144.7893805
708,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,713,Fishermans Bend,Operational,220,Port Melbourne,Victoria,5,23/02/2017,,-37.82519109,144.9294307
709,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,714,Brooklyn,Operational,220,Altona North,Victoria,5,23/02/2017,,-37.8259672,144.8617856
710,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,715,Dalrymple,Operational,132,Dalrymple,South Australia,5,23/02/2017,,-34.936008,137.7442405
711,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,716,Invicta Mill,Operational,132,Giru,Queensland,5,23/02/2017,,-19.517301,147.1074725
712,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,717,Waratah,Operational,132,Waratah West,New South Wales,5,23/02/2017,,-32.8938865,151.714763
713,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,718,Kurri,Operational,132,Heddon Greta,New South Wales,5,23/02/2017,,-32.805985,151.5001815
714,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,719,Kamerunga,Operational,132,Caravonica,Queensland,5,23/02/2017,,-16.8661355,145.687427
715,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,720,Innisfail,Operational,132,Stoters Hill,Queensland,5,23/02/2017,,-17.535225,145.9733235
716,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,721,Tully,Operational,132,Tully,Queensland,5,23/02/2017,,-17.95486855,145.9094035
717,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,722,Chalumbin,Operational,275,Koombooloomba,Queensland,5,23/02/2017,,-17.80065024,145.5265724
718,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,723,Middle Ridge 110,Operational,110,Kearneys Spring,Queensland,5,23/02/2017,,-27.62229852,151.9436717
719,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,724,Mount England,Operational,275,Split Yard Creek,Queensland,5,23/02/2017,,-27.3830635,152.647549
720,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,725,South Pine,Operational,275,Brendale,Queensland,5,23/02/2017,,-27.32355216,152.9700921
